"date","scene_id","band","uri"
"2016-01-03 15:27:12","LC80120312016003LGN00","1","s3://landsat-pds/L8/012/031/LC80120312016003LGN00/LC80120312016003LGN00_B2.TIF"
"2016-01-03 15:27:12","LC80120312016003LGN00","2","s3://landsat-pds/L8/012/031/LC80120312016003LGN00/LC80120312016003LGN00_B3.TIF"
"2016-01-03 15:27:12","LC80120312016003LGN00","3","s3://landsat-pds/L8/012/031/LC80120312016003LGN00/LC80120312016003LGN00_B4.TIF"
"2016-01-03 15:27:12","LC80120312016003LGN00","4","s3://landsat-pds/L8/012/031/LC80120312016003LGN00/LC80120312016003LGN00_B5.TIF"
"2016-01-03 15:27:12","LC80120312016003LGN00","11","s3://landsat-pds/L8/012/031/LC80120312016003LGN00/LC80120312016003LGN00_BQA.TIF"
"2016-01-03 15:27:36","LC80120322016003LGN00","1","s3://landsat-pds/L8/012/032/LC80120322016003LGN00/LC80120322016003LGN00_B2.TIF"
"2016-01-03 15:27:36","LC80120322016003LGN00","2","s3://landsat-pds/L8/012/032/LC80120322016003LGN00/LC80120322016003LGN00_B3.TIF"
"2016-01-03 15:27:36","LC80120322016003LGN00","3","s3://landsat-pds/L8/012/032/LC80120322016003LGN00/LC80120322016003LGN00_B4.TIF"
"2016-01-03 15:27:36","LC80120322016003LGN00","4","s3://landsat-pds/L8/012/032/LC80120322016003LGN00/LC80120322016003LGN00_B5.TIF"
"2016-01-03 15:27:36","LC80120322016003LGN00","11","s3://landsat-pds/L8/012/032/LC80120322016003LGN00/LC80120322016003LGN00_BQA.TIF"
"2016-01-28 15:21:00","LC80110312016028LGN00","1","s3://landsat-pds/L8/011/031/LC80110312016028LGN00/LC80110312016028LGN00_B2.TIF"
"2016-01-28 15:21:00","LC80110312016028LGN00","2","s3://landsat-pds/L8/011/031/LC80110312016028LGN00/LC80110312016028LGN00_B3.TIF"
"2016-01-28 15:21:00","LC80110312016028LGN00","3","s3://landsat-pds/L8/011/031/LC80110312016028LGN00/LC80110312016028LGN00_B4.TIF"
"2016-01-28 15:21:00","LC80110312016028LGN00","4","s3://landsat-pds/L8/011/031/LC80110312016028LGN00/LC80110312016028LGN00_B5.TIF"
"2016-01-28 15:21:00","LC80110312016028LGN00","11","s3://landsat-pds/L8/011/031/LC80110312016028LGN00/LC80110312016028LGN00_BQA.TIF"
"2016-02-20 15:27:24","LC80120322016051LGN00","1","s3://landsat-pds/L8/012/032/LC80120322016051LGN00/LC80120322016051LGN00_B2.TIF"
"2016-02-20 15:27:24","LC80120322016051LGN00","2","s3://landsat-pds/L8/012/032/LC80120322016051LGN00/LC80120322016051LGN00_B3.TIF"
"2016-02-20 15:27:24","LC80120322016051LGN00","3","s3://landsat-pds/L8/012/032/LC80120322016051LGN00/LC80120322016051LGN00_B4.TIF"
"2016-02-20 15:27:24","LC80120322016051LGN00","4","s3://landsat-pds/L8/012/032/LC80120322016051LGN00/LC80120322016051LGN00_B5.TIF"
"2016-02-20 15:27:24","LC80120322016051LGN00","11","s3://landsat-pds/L8/012/032/LC80120322016051LGN00/LC80120322016051LGN00_BQA.TIF"
"2016-02-29 15:20:49","LC80110312016060LGN00","1","s3://landsat-pds/L8/011/031/LC80110312016060LGN00/LC80110312016060LGN00_B2.TIF"
"2016-02-29 15:20:49","LC80110312016060LGN00","2","s3://landsat-pds/L8/011/031/LC80110312016060LGN00/LC80110312016060LGN00_B3.TIF"
"2016-02-29 15:20:49","LC80110312016060LGN00","3","s3://landsat-pds/L8/011/031/LC80110312016060LGN00/LC80110312016060LGN00_B4.TIF"
"2016-02-29 15:20:49","LC80110312016060LGN00","4","s3://landsat-pds/L8/011/031/LC80110312016060LGN00/LC80110312016060LGN00_B5.TIF"
"2016-02-29 15:20:49","LC80110312016060LGN00","11","s3://landsat-pds/L8/011/031/LC80110312016060LGN00/LC80110312016060LGN00_BQA.TIF"
"2016-02-29 15:21:13","LC80110322016060LGN00","1","s3://landsat-pds/L8/011/032/LC80110322016060LGN00/LC80110322016060LGN00_B2.TIF"
"2016-02-29 15:21:13","LC80110322016060LGN00","2","s3://landsat-pds/L8/011/032/LC80110322016060LGN00/LC80110322016060LGN00_B3.TIF"
"2016-02-29 15:21:13","LC80110322016060LGN00","3","s3://landsat-pds/L8/011/032/LC80110322016060LGN00/LC80110322016060LGN00_B4.TIF"
"2016-02-29 15:21:13","LC80110322016060LGN00","4","s3://landsat-pds/L8/011/032/LC80110322016060LGN00/LC80110322016060LGN00_B5.TIF"
"2016-02-29 15:21:13","LC80110322016060LGN00","11","s3://landsat-pds/L8/011/032/LC80110322016060LGN00/LC80110322016060LGN00_BQA.TIF"
"2016-02-27 15:33:11","LC80130312016058LGN00","1","s3://landsat-pds/L8/013/031/LC80130312016058LGN00/LC80130312016058LGN00_B2.TIF"
"2016-02-27 15:33:11","LC80130312016058LGN00","2","s3://landsat-pds/L8/013/031/LC80130312016058LGN00/LC80130312016058LGN00_B3.TIF"
"2016-02-27 15:33:11","LC80130312016058LGN00","3","s3://landsat-pds/L8/013/031/LC80130312016058LGN00/LC80130312016058LGN00_B4.TIF"
"2016-02-27 15:33:11","LC80130312016058LGN00","4","s3://landsat-pds/L8/013/031/LC80130312016058LGN00/LC80130312016058LGN00_B5.TIF"
"2016-02-27 15:33:11","LC80130312016058LGN00","11","s3://landsat-pds/L8/013/031/LC80130312016058LGN00/LC80130312016058LGN00_BQA.TIF"
"2016-03-23 15:27:15","LC80120322016083LGN00","1","s3://landsat-pds/L8/012/032/LC80120322016083LGN00/LC80120322016083LGN00_B2.TIF"
"2016-03-23 15:27:15","LC80120322016083LGN00","2","s3://landsat-pds/L8/012/032/LC80120322016083LGN00/LC80120322016083LGN00_B3.TIF"
"2016-03-23 15:27:15","LC80120322016083LGN00","3","s3://landsat-pds/L8/012/032/LC80120322016083LGN00/LC80120322016083LGN00_B4.TIF"
"2016-03-23 15:27:15","LC80120322016083LGN00","4","s3://landsat-pds/L8/012/032/LC80120322016083LGN00/LC80120322016083LGN00_B5.TIF"
"2016-03-23 15:27:15","LC80120322016083LGN00","11","s3://landsat-pds/L8/012/032/LC80120322016083LGN00/LC80120322016083LGN00_BQA.TIF"
"2016-03-30 15:32:57","LC80130312016090LGN00","1","s3://landsat-pds/L8/013/031/LC80130312016090LGN00/LC80130312016090LGN00_B2.TIF"
